dataset_id,scenario_id,ego_id,preceding_id,frame,ego_x,ego_y,ego_vx,ego_vy,ego_ax,ego_ay,preceding_x,preceding_y,preceding_vx,preceding_vy,preceding_ax,preceding_ay
1,2,50,47,192,316.58,0.0799999999999983,41.88,-0.08,0.05,0.02,368.84999999999997,0.379999999999999,40.36,0.06,0.1,0.04
1,2,50,47,193,318.25,0.0799999999999983,41.88,-0.08,0.05,0.02,370.46999999999997,0.379999999999999,40.37,0.07,0.1,0.04
1,2,50,47,194,319.92999999999995,0.0799999999999983,41.88,-0.07,0.05,0.02,372.09,0.379999999999999,40.37,0.07,0.1,0.04
1,2,50,47,195,321.60999999999996,0.07000000000000028,41.88,-0.07,0.05,0.02,373.7,0.39000000000000057,40.38,0.07,0.1,0.04
1,2,50,47,196,323.28999999999996,0.07000000000000028,41.88,-0.07,0.04,0.02,375.32,0.39000000000000057,40.38,0.07,0.1,0.04
1,2,50,47,197,324.96,0.07000000000000028,41.89,-0.07,0.04,0.03,376.91999999999996,0.39000000000000057,40.38,0.07,0.1,0.04
1,2,50,47,198,326.64,0.07000000000000028,41.89,-0.07,0.04,0.03,378.53,0.3999999999999986,40.39,0.07,0.1,0.04
1,2,50,47,199,328.31,0.05999999999999872,41.89,-0.07,0.04,0.03,380.15,0.3999999999999986,40.39,0.07,0.11,0.04
1,2,50,47,200,329.98999999999995,0.05999999999999872,41.89,-0.07,0.04,0.03,381.78,0.3999999999999986,40.4,0.07,0.11,0.04
1,2,50,47,201,331.65999999999997,0.05999999999999872,41.89,-0.06,0.04,0.03,383.4,0.41000000000000014,40.4,0.07,0.11,0.04
1,2,50,47,202,333.34,0.05999999999999872,41.89,-0.06,0.04,0.03,385.02,0.41000000000000014,40.41,0.07,0.11,0.04
1,2,50,47,203,335.02,0.05000000000000071,41.9,-0.06,0.03,0.03,386.64,0.41000000000000014,40.41,0.08,0.11,0.04
1,2,50,47,204,336.69,0.05000000000000071,41.9,-0.06,0.03,0.03,388.25,0.41000000000000014,40.41,0.08,0.11,0.04
1,2,50,47,205,338.36999999999995,0.05000000000000071,41.9,-0.06,0.03,0.04,389.85999999999996,0.41999999999999815,40.42,0.08,0.11,0.04
1,2,50,47,206,340.03999999999996,0.05000000000000071,41.9,-0.06,0.03,0.04,391.47999999999996,0.41999999999999815,40.42,0.08,0.11,0.04
1,2,50,47,207,341.71,0.03999999999999915,41.9,-0.05,0.03,0.04,393.09,0.41999999999999815,40.43,0.08,0.11,0.04
1,2,50,47,208,343.39,0.03999999999999915,41.9,-0.05,0.03,0.04,394.71,0.41999999999999815,40.43,0.08,0.11,0.04
1,2,50,47,209,345.07,0.03999999999999915,41.9,-0.05,0.02,0.04,396.32,0.4299999999999997,40.44,0.08,0.11,0.04
1,2,50,47,210,346.73999999999995,0.03999999999999915,41.9,-0.05,0.02,0.04,397.92999999999995,0.4299999999999997,40.44,0.08,0.11,0.04
1,2,50,47,211,348.42999999999995,0.030000000000001137,41.91,-0.05,0.02,0.04,399.54999999999995,0.4299999999999997,40.45,0.09,0.11,0.04
1,2,50,47,212,350.10999999999996,0.030000000000001137,41.91,-0.04,0.02,0.04,401.17999999999995,0.4400000000000013,40.45,0.09,0.11,0.04
1,2,50,47,213,351.79999999999995,0.030000000000001137,41.91,-0.04,0.02,0.04,402.79999999999995,0.4400000000000013,40.45,0.09,0.11,0.04
1,2,50,47,214,353.47999999999996,0.030000000000001137,41.91,-0.04,0.02,0.04,404.41999999999996,0.4400000000000013,40.46,0.09,0.11,0.04
1,2,50,47,215,355.15,0.030000000000001137,41.91,-0.04,0.01,0.04,406.03999999999996,0.4499999999999993,40.46,0.09,0.11,0.04
1,2,50,47,216,356.83,0.030000000000001137,41.91,-0.03,0.01,0.05,407.65999999999997,0.4499999999999993,40.47,0.09,0.11,0.04
1,2,50,47,217,358.5,0.019999999999999574,41.91,-0.03,0.01,0.05,409.28,0.46000000000000085,40.47,0.09,0.11,0.04
2,17,9,4,0,0.0,0.0,37.61,0.17,0.02,-0.01,44.579999999999984,0.1399999999999988,36.33,0.09,-0.11,-0.02
2,17,9,4,1,1.3899999999999864,0.0,37.61,0.16,0.02,-0.02,46.03000000000003,0.1399999999999988,36.34,0.09,-0.1,-0.02
2,17,9,4,2,2.8100000000000023,0.009999999999999787,37.6,0.16,0.01,-0.03,47.49000000000001,0.15000000000000036,36.34,0.09,-0.1,-0.02
2,17,9,4,3,4.269999999999982,0.019999999999999574,37.6,0.15,0.0,-0.04,48.94,0.15000000000000036,36.35,0.09,-0.09,-0.02
2,17,9,4,4,5.730000000000018,0.019999999999999574,37.6,0.14,-0.0,-0.04,50.389999999999986,0.15000000000000036,36.35,0.09,-0.09,-0.03
2,17,9,4,5,7.199999999999989,0.02999999999999936,37.6,0.14,-0.01,-0.05,51.84000000000003,0.16000000000000014,36.35,0.09,-0.08,-0.03
2,17,9,4,6,8.689999999999998,0.02999999999999936,37.6,0.13,-0.02,-0.06,53.30000000000001,0.16000000000000014,36.36,0.09,-0.08,-0.03
2,17,9,4,7,10.170000000000016,0.02999999999999936,37.61,0.12,-0.03,-0.06,54.75999999999999,0.16999999999999993,36.36,0.09,-0.07,-0.03
2,17,9,4,8,11.660000000000025,0.03999999999999915,37.61,0.11,-0.03,-0.07,56.23000000000002,0.16999999999999993,36.36,0.09,-0.06,-0.03
2,17,9,4,9,13.160000000000025,0.03999999999999915,37.61,0.11,-0.04,-0.07,57.69999999999999,0.16999999999999993,36.36,0.09,-0.06,-0.03
2,17,9,4,10,14.670000000000016,0.03999999999999915,37.61,0.1,-0.04,-0.08,59.170000000000016,0.17999999999999972,36.37,0.08,-0.05,-0.04
2,17,9,4,11,16.180000000000007,0.049999999999998934,37.61,0.09,-0.05,-0.08,60.620000000000005,0.17999999999999972,36.37,0.08,-0.04,-0.04
2,17,9,4,12,17.689999999999998,0.049999999999998934,37.61,0.09,-0.05,-0.08,62.079999999999984,0.17999999999999972,36.37,0.08,-0.04,-0.04
2,17,9,4,13,19.19999999999999,0.049999999999998934,37.62,0.08,-0.06,-0.08,63.54000000000002,0.1899999999999995,36.37,0.08,-0.03,-0.04
2,17,9,4,14,20.710000000000036,0.049999999999998934,37.62,0.07,-0.06,-0.08,65.0,0.1899999999999995,36.37,0.08,-0.03,-0.04
2,17,9,4,15,22.220000000000027,0.049999999999998934,37.62,0.07,-0.07,-0.09,66.46000000000004,0.1899999999999995,36.37,0.07,-0.02,-0.04
2,17,9,4,16,23.730000000000018,0.05999999999999872,37.62,0.06,-0.07,-0.09,67.93,0.1999999999999993,36.37,0.07,-0.02,-0.05
2,17,9,4,17,25.230000000000018,0.05999999999999872,37.63,0.05,-0.08,-0.09,69.38,0.1999999999999993,36.38,0.07,-0.01,-0.05
2,17,9,4,18,26.720000000000027,0.05999999999999872,37.63,0.05,-0.08,-0.09,70.84000000000003,0.1999999999999993,36.38,0.07,-0.01,-0.05
2,17,9,4,19,28.230000000000018,0.05999999999999872,37.63,0.04,-0.09,-0.09,72.29000000000002,0.20999999999999908,36.38,0.06,-0.0,-0.05
2,17,9,4,20,29.730000000000018,0.05999999999999872,37.64,0.04,-0.09,-0.09,73.74000000000001,0.20999999999999908,36.38,0.06,0.0,-0.05
2,17,9,4,21,31.230000000000018,0.05999999999999872,37.64,0.03,-0.09,-0.09,75.19999999999999,0.20999999999999908,36.38,0.06,0.01,-0.05
2,17,9,4,22,32.74000000000001,0.05999999999999872,37.64,0.03,-0.09,-0.09,76.65000000000003,0.20999999999999908,36.38,0.06,0.01,-0.05
2,17,9,4,23,34.24000000000001,0.05999999999999872,37.65,0.02,-0.1,-0.09,78.11000000000001,0.21999999999999886,36.37,0.05,0.01,-0.05
2,17,9,4,24,35.75,0.05999999999999872,37.65,0.02,-0.1,-0.08,79.56,0.21999999999999886,36.37,0.05,0.01,-0.05
2,17,9,4,25,37.25,0.05999999999999872,37.66,0.01,-0.1,-0.08,81.00999999999999,0.21999999999999886,36.37,0.05,0.02,-0.05
2,17,9,4,26,38.75999999999999,0.05999999999999872,37.66,0.01,-0.1,-0.08,82.46000000000004,0.21999999999999886,36.37,0.04,0.02,-0.05
2,17,9,4,27,40.25999999999999,0.049999999999998934,37.67,0.01,-0.1,-0.08,83.90000000000003,0.21999999999999886,36.37,0.04,0.02,-0.06
2,17,9,4,28,41.75999999999999,0.049999999999998934,37.67,0.0,-0.1,-0.08,85.36000000000001,0.21999999999999886,36.37,0.04,0.02,-0.06
2,17,9,4,29,43.26999999999998,0.049999999999998934,37.67,-0.0,-0.1,-0.08,86.81,0.22999999999999865,36.37,0.04,0.03,-0.06
2,17,9,4,30,44.78000000000003,0.049999999999998934,37.68,-0.0,-0.1,-0.08,88.28000000000003,0.22999999999999865,36.37,0.03,0.03,-0.06
2,17,9,4,31,46.29000000000002,0.049999999999998934,37.68,-0.01,-0.1,-0.08,89.73000000000002,0.22999999999999865,36.37,0.03,0.03,-0.06
2,17,9,4,32,47.78000000000003,0.049999999999998934,37.69,-0.01,-0.1,-0.08,91.17000000000002,0.22999999999999865,36.37,0.03,0.03,-0.06
2,17,9,4,33,49.30000000000001,0.049999999999998934,37.69,-0.01,-0.1,-0.07,92.63,0.22999999999999865,36.37,0.02,0.03,-0.06
2,17,9,4,34,50.81,0.049999999999998934,37.7,-0.01,-0.1,-0.07,94.07999999999998,0.22999999999999865,36.36,0.02,0.04,-0.06
2,17,9,4,35,52.31999999999999,0.049999999999998934,37.7,-0.01,-0.1,-0.07,95.53000000000003,0.22999999999999865,36.36,0.02,0.04,-0.05
2,17,9,4,36,53.84000000000003,0.049999999999998934,37.7,-0.02,-0.1,-0.07,96.98000000000002,0.22999999999999865,36.36,0.02,0.04,-0.05
2,17,9,4,37,55.35000000000002,0.049999999999998934,37.71,-0.02,-0.09,-0.07,98.44,0.22999999999999865,36.36,0.01,0.04,-0.05
2,17,9,4,38,56.860000000000014,0.049999999999998934,37.71,-0.02,-0.09,-0.07,99.88999999999999,0.22999999999999865,36.36,0.01,0.04,-0.05
2,17,9,4,39,58.360000000000014,0.049999999999998934,37.72,-0.03,-0.09,-0.07,101.35000000000002,0.22999999999999865,36.36,0.01,0.05,-0.05
2,17,9,4,40,59.870000000000005,0.049999999999998934,37.72,-0.03,-0.08,-0.07,102.80000000000001,0.22999999999999865,36.35,0.0,0.05,-0.05
2,17,9,4,41,61.370000000000005,0.049999999999998934,37.72,-0.03,-0.08,-0.07,104.25,0.22999999999999865,36.35,0.0,0.05,-0.05
2,17,9,4,42,62.879999999999995,0.049999999999998934,37.73,-0.04,-0.08,-0.07,105.71000000000004,0.22999999999999865,36.35,-0.0,0.05,-0.05
2,17,9,4,43,64.40000000000003,0.049999999999998934,37.73,-0.04,-0.07,-0.07,107.17000000000002,0.22999999999999865,36.35,-0.0,0.05,-0.05
2,17,9,4,44,65.92000000000002,0.049999999999998934,37.73,-0.04,-0.07,-0.07,108.62,0.22999999999999865,36.35,-0.0,0.05,-0.05
2,17,9,4,45,67.42000000000002,0.03999999999999915,37.73,-0.04,-0.06,-0.07,110.07,0.22999999999999865,36.34,-0.01,0.06,-0.05
2,17,9,4,46,68.94,0.03999999999999915,37.74,-0.05,-0.06,-0.06,111.53000000000003,0.22999999999999865,36.34,-0.01,0.06,-0.05
2,17,9,4,47,70.46000000000004,0.03999999999999915,37.74,-0.05,-0.05,-0.06,112.98000000000002,0.22999999999999865,36.34,-0.01,0.06,-0.05
2,17,9,4,48,71.97000000000003,0.03999999999999915,37.74,-0.06,-0.05,-0.06,114.44,0.22999999999999865,36.34,-0.01,0.06,-0.05
2,17,9,4,49,73.48000000000002,0.03999999999999915,37.74,-0.06,-0.04,-0.06,115.88999999999999,0.22999999999999865,36.33,-0.02,0.06,-0.04
2,17,9,4,50,75.0,0.03999999999999915,37.75,-0.06,-0.04,-0.06,117.34000000000003,0.22999999999999865,36.33,-0.02,0.06,-0.04
2,17,9,4,51,76.50999999999999,0.03999999999999915,37.75,-0.07,-0.03,-0.06,118.79000000000002,0.22999999999999865,36.33,-0.02,0.06,-0.04
2,17,9,4,52,78.01999999999998,0.02999999999999936,37.75,-0.07,-0.02,-0.06,120.24000000000001,0.22999999999999865,36.33,-0.02,0.07,-0.04
2,17,9,4,53,79.50999999999999,0.02999999999999936,37.75,-0.07,-0.02,-0.05,121.69,0.22999999999999865,36.32,-0.02,0.07,-0.04
2,17,9,4,54,81.01999999999998,0.02999999999999936,37.75,-0.08,-0.01,-0.05,123.13999999999999,0.22999999999999865,36.32,-0.03,0.07,-0.04
2,17,9,4,55,82.51999999999998,0.019999999999999574,37.75,-0.08,-0.01,-0.05,124.59000000000003,0.22999999999999865,36.32,-0.03,0.07,-0.04
2,17,9,4,56,84.03000000000003,0.019999999999999574,37.75,-0.08,-0.0,-0.05,126.04000000000002,0.21999999999999886,36.32,-0.03,0.07,-0.03
2,17,9,4,57,85.54000000000002,0.019999999999999574,37.75,-0.09,0.01,-0.04,127.49000000000001,0.21999999999999886,36.31,-0.03,0.07,-0.03
2,17,9,4,58,87.05000000000001,0.009999999999999787,37.75,-0.09,0.01,-0.04,128.95,0.21999999999999886,36.31,-0.03,0.08,-0.03
2,17,9,4,59,88.56,0.009999999999999787,37.75,-0.09,0.02,-0.04,130.41000000000003,0.21999999999999886,36.31,-0.04,0.08,-0.03
2,17,9,4,60,90.06,0.009999999999999787,37.75,-0.1,0.03,-0.03,131.86,0.21999999999999886,36.3,-0.04,0.08,-0.03
2,17,9,4,61,91.57999999999998,0.0,37.75,-0.1,0.04,-0.03,133.31,0.21999999999999886,36.3,-0.04,0.08,-0.03
2,17,9,4,62,93.07999999999998,0.0,37.75,-0.1,0.04,-0.03,134.76,0.20999999999999908,36.3,-0.04,0.08,-0.03
2,17,9,4,63,94.60000000000002,-0.009999999999999787,37.75,-0.11,0.05,-0.02,136.21000000000004,0.20999999999999908,36.29,-0.04,0.08,-0.02
2,17,9,4,64,96.11000000000001,-0.009999999999999787,37.74,-0.11,0.06,-0.02,137.66000000000003,0.20999999999999908,36.29,-0.04,0.09,-0.02
2,17,9,4,65,97.62,-0.02000000000000135,37.74,-0.11,0.07,-0.01,139.11,0.20999999999999908,36.29,-0.04,0.09,-0.02
2,17,9,4,66,99.13,-0.02000000000000135,37.74,-0.11,0.08,-0.01,140.57,0.20999999999999908,36.28,-0.04,0.09,-0.02
2,17,9,4,67,100.63999999999999,-0.030000000000001137,37.74,-0.11,0.09,-0.01,142.01999999999998,0.1999999999999993,36.28,-0.04,0.09,-0.02
2,17,9,4,68,102.15000000000003,-0.030000000000001137,37.73,-0.11,0.1,-0.0,143.47000000000003,0.1999999999999993,36.28,-0.04,0.09,-0.02
2,17,9,4,69,103.67000000000002,-0.040000000000000924,37.73,-0.12,0.11,0.0,144.92000000000002,0.1999999999999993,36.27,-0.04,0.1,-0.01
2,17,9,4,70,105.19,-0.040000000000000924,37.72,-0.12,0.12,0.01,146.37,0.1999999999999993,36.27,-0.04,0.1,-0.01
2,17,9,4,71,106.69999999999999,-0.05000000000000071,37.72,-0.12,0.13,0.01,147.83,0.1999999999999993,36.27,-0.04,0.1,-0.01
2,17,9,4,72,108.21000000000004,-0.05000000000000071,37.71,-0.12,0.14,0.02,149.28,0.1899999999999995,36.26,-0.04,0.1,-0.01
2,17,9,4,73,109.72000000000003,-0.0600000000000005,37.71,-0.11,0.15,0.02,150.73000000000002,0.1899999999999995,36.26,-0.04,0.11,-0.01
2,17,9,4,74,111.23000000000002,-0.0600000000000005,37.7,-0.11,0.16,0.03,152.19,0.1899999999999995,36.25,-0.04,0.11,-0.01
2,17,9,4,75,112.74000000000001,-0.07000000000000028,37.7,-0.11,0.17,0.03,153.64000000000001,0.1899999999999995,36.25,-0.04,0.11,-0.01
2,17,9,4,76,114.25,-0.08000000000000007,37.69,-0.11,0.18,0.04,155.08,0.1899999999999995,36.24,-0.04,0.11,-0.01
2,17,9,4,77,115.75999999999999,-0.08000000000000007,37.68,-0.11,0.19,0.04,156.53,0.17999999999999972,36.24,-0.04,0.11,-0.0
2,17,9,4,78,117.28000000000003,-0.08999999999999986,37.68,-0.1,0.2,0.05,157.98000000000002,0.17999999999999972,36.24,-0.04,0.12,-0.0
2,17,9,4,79,118.79000000000002,-0.08999999999999986,37.67,-0.1,0.21,0.05,159.43,0.17999999999999972,36.23,-0.04,0.12,-0.0
2,17,9,4,80,120.30000000000001,-0.09999999999999964,37.66,-0.1,0.22,0.06,160.88,0.17999999999999972,36.23,-0.04,0.12,-0.0
2,17,9,4,81,121.81,-0.09999999999999964,37.65,-0.09,0.23,0.06,162.33,0.17999999999999972,36.22,-0.04,0.12,-0.0
2,17,9,4,82,123.32,-0.11000000000000121,37.64,-0.09,0.24,0.06,163.77,0.17999999999999972,36.22,-0.03,0.13,-0.0
2,17,9,4,83,124.82,-0.11000000000000121,37.63,-0.09,0.25,0.07,165.22,0.16999999999999993,36.21,-0.03,0.13,-0.0
2,17,9,4,84,126.32999999999998,-0.11000000000000121,37.62,-0.08,0.26,0.07,166.67000000000002,0.16999999999999993,36.21,-0.03,0.13,-0.0
2,17,9,4,85,127.82999999999998,-0.120000000000001,37.61,-0.08,0.26,0.07,168.12,0.16999999999999993,36.2,-0.03,0.13,-0.0
2,17,9,4,86,129.34000000000003,-0.120000000000001,37.6,-0.07,0.27,0.08,169.57000000000002,0.16999999999999993,36.2,-0.03,0.13,-0.0
2,17,9,4,87,130.85000000000002,-0.120000000000001,37.59,-0.07,0.28,0.08,171.02,0.16999999999999993,36.19,-0.03,0.14,-0.01
2,17,9,4,88,132.36,-0.13000000000000078,37.58,-0.06,0.29,0.08,172.47,0.16999999999999993,36.18,-0.03,0.14,-0.01
2,17,9,4,89,133.86,-0.13000000000000078,37.57,-0.05,0.3,0.08,173.91,0.16999999999999993,36.18,-0.03,0.14,-0.01
2,17,9,4,90,135.37,-0.13000000000000078,37.56,-0.05,0.31,0.09,175.36,0.16999999999999993,36.17,-0.03,0.14,-0.01
2,17,9,4,91,136.87,-0.14000000000000057,37.54,-0.04,0.31,0.09,176.8,0.16999999999999993,36.17,-0.03,0.14,-0.01
2,17,9,4,92,138.37,-0.14000000000000057,37.53,-0.03,0.32,0.09,178.24,0.16000000000000014,36.16,-0.03,0.15,-0.01
2,17,9,4,93,139.87,-0.14000000000000057,37.52,-0.03,0.33,0.09,179.69,0.16000000000000014,36.16,-0.03,0.15,-0.01
2,17,9,4,94,141.37,-0.14000000000000057,37.5,-0.02,0.33,0.09,181.14000000000001,0.16000000000000014,36.15,-0.03,0.15,-0.01
2,17,9,4,95,142.87,-0.14000000000000057,37.49,-0.01,0.34,0.09,182.59,0.16000000000000014,36.14,-0.03,0.15,-0.02
2,17,9,4,96,144.37,-0.14000000000000057,37.48,-0.01,0.35,0.09,184.04000000000002,0.16000000000000014,36.14,-0.03,0.15,-0.02
2,17,9,4,97,145.88,-0.14000000000000057,37.46,-0.0,0.35,0.09,185.48000000000002,0.16000000000000014,36.13,-0.03,0.16,-0.02
2,17,9,4,98,147.38,-0.14000000000000057,37.45,0.01,0.36,0.09,186.92000000000002,0.16000000000000014,36.13,-0.03,0.16,-0.02
2,17,9,4,99,148.88,-0.14000000000000057,37.43,0.01,0.36,0.08,188.37,0.16000000000000014,36.12,-0.03,0.16,-0.02
2,17,9,4,100,150.38,-0.14000000000000057,37.42,0.02,0.37,0.08,189.81,0.16000000000000014,36.11,-0.03,0.16,-0.02
2,17,9,4,101,151.88,-0.14000000000000057,37.4,0.03,0.37,0.08,191.26000000000002,0.16000000000000014,36.11,-0.03,0.16,-0.03
2,17,9,4,102,153.38,-0.14000000000000057,37.39,0.03,0.37,0.08,192.71,0.16000000000000014,36.1,-0.03,0.17,-0.03
2,17,9,4,103,154.88,-0.14000000000000057,37.37,0.04,0.38,0.07,194.15,0.16000000000000014,36.09,-0.03,0.17,-0.03
2,17,9,4,104,156.38,-0.14000000000000057,37.36,0.04,0.38,0.07,195.59,0.16000000000000014,36.09,-0.03,0.17,-0.03
2,17,9,4,105,157.87,-0.13000000000000078,37.34,0.05,0.38,0.06,197.04000000000002,0.16000000000000014,36.08,-0.03,0.17,-0.03
2,17,9,4,106,159.36,-0.13000000000000078,37.33,0.06,0.38,0.06,198.48000000000002,0.16000000000000014,36.07,-0.04,0.18,-0.04
2,17,9,4,107,160.85000000000002,-0.13000000000000078,37.31,0.06,0.38,0.05,199.93,0.15000000000000036,36.07,-0.04,0.18,-0.04
2,17,9,4,108,162.34,-0.13000000000000078,37.3,0.07,0.38,0.05,201.37,0.15000000000000036,36.06,-0.04,0.18,-0.04
2,17,9,4,109,163.83,-0.120000000000001,37.28,0.07,0.38,0.04,202.81,0.15000000000000036,36.05,-0.04,0.18,-0.04
2,17,9,4,110,165.32000000000002,-0.120000000000001,37.27,0.08,0.38,0.04,204.25,0.15000000000000036,36.04,-0.05,0.18,-0.04
2,17,9,4,111,166.81,-0.120000000000001,37.25,0.08,0.38,0.03,205.70000000000002,0.15000000000000036,36.04,-0.05,0.19,-0.04
2,17,9,4,112,168.3,-0.11000000000000121,37.24,0.08,0.38,0.02,207.13,0.15000000000000036,36.03,-0.05,0.19,-0.04
2,17,9,4,113,169.79000000000002,-0.11000000000000121,37.22,0.09,0.38,0.02,208.56,0.15000000000000036,36.02,-0.05,0.19,-0.05
2,17,9,4,114,171.27,-0.09999999999999964,37.2,0.09,0.38,0.01,210.01000000000002,0.1399999999999988,36.01,-0.06,0.19,-0.05
2,17,9,4,115,172.76000000000002,-0.09999999999999964,37.19,0.09,0.38,0.0,211.44,0.1399999999999988,36.01,-0.06,0.19,-0.05
2,17,9,4,116,174.25,-0.08999999999999986,37.17,0.09,0.37,-0.01,212.88,0.1399999999999988,36.0,-0.06,0.19,-0.05
2,17,9,4,117,175.74,-0.08999999999999986,37.16,0.09,0.37,-0.01,214.32000000000002,0.1399999999999988,35.99,-0.07,0.2,-0.05
2,17,9,4,118,177.22,-0.08000000000000007,37.14,0.09,0.37,-0.02,215.76000000000002,0.129999999999999,35.98,-0.07,0.2,-0.05
2,17,9,4,119,178.71,-0.08000000000000007,37.13,0.09,0.36,-0.03,217.20000000000002,0.129999999999999,35.98,-0.07,0.2,-0.05
2,17,9,4,120,180.20000000000002,-0.07000000000000028,37.11,0.09,0.36,-0.04,218.64000000000001,0.129999999999999,35.97,-0.08,0.2,-0.05
2,17,9,4,121,181.69,-0.0600000000000005,37.1,0.09,0.35,-0.04,220.09,0.11999999999999922,35.96,-0.08,0.21,-0.05
2,17,9,4,122,183.17000000000002,-0.0600000000000005,37.09,0.08,0.35,-0.05,221.53,0.11999999999999922,35.95,-0.08,0.21,-0.05
2,17,9,4,123,184.65,-0.05000000000000071,37.07,0.08,0.34,-0.06,222.97,0.11999999999999922,35.94,-0.08,0.21,-0.05
2,17,9,4,124,186.13,-0.05000000000000071,37.06,0.07,0.34,-0.07,224.41,0.10999999999999943,35.93,-0.09,0.21,-0.05
2,17,9,4,125,187.61,-0.040000000000000924,37.04,0.07,0.33,-0.07,225.84,0.10999999999999943,35.93,-0.09,0.21,-0.04
2,17,9,4,126,189.09,-0.040000000000000924,37.03,0.06,0.32,-0.08,227.28,0.10999999999999943,35.92,-0.09,0.22,-0.04
2,17,9,4,127,190.57000000000002,-0.030000000000001137,37.02,0.06,0.31,-0.08,228.71,0.09999999999999964,35.91,-0.09,0.22,-0.04
2,17,9,4,128,192.05,-0.030000000000001137,37.0,0.05,0.31,-0.09,230.15,0.09999999999999964,35.9,-0.1,0.22,-0.04
2,17,9,4,129,193.52,-0.030000000000001137,36.99,0.04,0.3,-0.1,231.59,0.08999999999999986,35.89,-0.1,0.22,-0.04
2,17,9,4,130,194.98000000000002,-0.02000000000000135,36.98,0.04,0.29,-0.1,233.01000000000002,0.08999999999999986,35.88,-0.1,0.23,-0.04
2,17,9,4,131,196.45000000000002,-0.02000000000000135,36.97,0.03,0.28,-0.1,234.45000000000002,0.08999999999999986,35.87,-0.1,0.23,-0.04
2,17,9,4,132,197.93,-0.02000000000000135,36.96,0.02,0.27,-0.11,235.88,0.08000000000000007,35.86,-0.11,0.23,-0.04
2,17,9,4,133,199.41,-0.02000000000000135,36.95,0.01,0.26,-0.11,237.31,0.08000000000000007,35.85,-0.11,0.23,-0.04
2,17,9,4,134,200.89000000000001,-0.02000000000000135,36.94,0.0,0.25,-0.11,238.75,0.07000000000000028,35.85,-0.11,0.23,-0.03
2,17,9,4,135,202.36,-0.02000000000000135,36.93,-0.01,0.24,-0.12,240.18,0.07000000000000028,35.84,-0.11,0.24,-0.03
2,17,9,4,136,203.84,-0.02000000000000135,36.92,-0.02,0.23,-0.12,241.62,0.07000000000000028,35.83,-0.12,0.24,-0.03
2,17,9,4,137,205.32000000000002,-0.02000000000000135,36.91,-0.03,0.22,-0.12,243.05,0.05999999999999872,35.82,-0.12,0.24,-0.03
2,17,9,4,138,206.79000000000002,-0.02000000000000135,36.9,-0.04,0.21,-0.12,244.49,0.05999999999999872,35.81,-0.12,0.25,-0.03
2,17,9,4,139,208.26000000000002,-0.02000000000000135,36.89,-0.05,0.2,-0.12,245.93,0.049999999999998934,35.8,-0.12,0.25,-0.03
2,17,9,4,140,209.72,-0.02000000000000135,36.88,-0.06,0.19,-0.12,247.36,0.03999999999999915,35.79,-0.12,0.25,-0.02
2,17,9,4,141,211.19,-0.030000000000001137,36.87,-0.07,0.18,-0.11,248.79000000000002,0.03999999999999915,35.78,-0.13,0.25,-0.02
2,17,9,4,142,212.66,-0.030000000000001137,36.87,-0.08,0.17,-0.11,250.23000000000002,0.02999999999999936,35.77,-0.13,0.26,-0.02
2,17,9,4,143,214.13,-0.040000000000000924,36.86,-0.08,0.17,-0.11,251.66,0.02999999999999936,35.76,-0.13,0.26,-0.02
2,17,9,4,144,215.61,-0.040000000000000924,36.85,-0.09,0.16,-0.1,253.10000000000002,0.019999999999999574,35.75,-0.13,0.26,-0.01
2,17,9,4,145,217.09,-0.05000000000000071,36.85,-0.1,0.15,-0.1,254.53,0.019999999999999574,35.74,-0.13,0.26,-0.01
2,17,9,4,146,218.56,-0.05000000000000071,36.84,-0.11,0.14,-0.1,255.95000000000002,0.009999999999999787,35.73,-0.13,0.26,-0.01
2,17,9,4,147,220.03,-0.0600000000000005,36.83,-0.11,0.13,-0.09,257.38,0.0,35.72,-0.13,0.27,-0.01
2,17,9,4,148,221.5,-0.07000000000000028,36.83,-0.12,0.12,-0.09,258.8,0.0,35.7,-0.13,0.27,-0.0
2,17,9,4,149,222.96,-0.07000000000000028,36.82,-0.12,0.11,-0.08,260.22,-0.009999999999999787,35.69,-0.13,0.27,-0.0
2,17,9,4,150,224.44,-0.08000000000000007,36.82,-0.13,0.1,-0.08,261.65,-0.009999999999999787,35.68,-0.13,0.27,0.0
2,17,9,4,151,225.91,-0.08999999999999986,36.82,-0.13,0.09,-0.07,263.09000000000003,-0.02000000000000135,35.67,-0.13,0.27,0.0
2,17,9,4,152,227.38,-0.08999999999999986,36.81,-0.14,0.08,-0.07,264.52,-0.02000000000000135,35.66,-0.13,0.28,0.0
2,17,9,4,153,228.84,-0.09999999999999964,36.81,-0.14,0.07,-0.06,265.94,-0.030000000000001137,35.65,-0.13,0.28,0.01
2,17,9,4,154,230.31,-0.11000000000000121,36.81,-0.14,0.06,-0.05,267.38,-0.030000000000001137,35.64,-0.12,0.28,0.01
2,17,9,4,155,231.77,-0.11000000000000121,36.8,-0.15,0.06,-0.05,268.8,-0.040000000000000924,35.63,-0.12,0.28,0.01
2,17,9,4,156,233.24,-0.120000000000001,36.8,-0.15,0.05,-0.04,270.23,-0.05000000000000071,35.62,-0.12,0.28,0.01
2,17,9,4,157,234.72,-0.13000000000000078,36.8,-0.15,0.04,-0.04,271.65999999999997,-0.05000000000000071,35.61,-0.12,0.28,0.01
